Year,Phase_1_treat,Phase_1_treat_old,Phase_1_rep,Phase_2_treat,Phase_2_treat_old,Phase_2_rep,Tag_color,Tag_num,Tissue_type,Sample_Name_old,Sample_Name,Vial_num,Notes,og_order,filt_out
2024,Both,Both,3,Warm,Warm,3,O,29,S,Both3_Warm3_O29_S,2024_Both03_Warm03_O29_S,158,,179,
2024,Both,Both,3,Warm,Warm,3,O,29,T,Both3_Warm3_O29_T,2024_Both03_Warm03_O29_T,161,,180,
2024,Cont,Control,4,Warm,Warm,3,W,31,S,Control4_Warm3_W31_S,2024_Cont04_Warm03_W31_S,130,,181,
2024,Cont,Control,4,Warm,Warm,3,W,31,T,Control4_Warm3_W31_T,2024_Cont04_Warm03_W31_T,133,,182,
2024,Cont,Control,5,Warm,Warm,3,W,33,S,Control5_Warm3_W33_S,2024_Cont05_Warm03_W33_S,129,SC 3/19 Started with this one today,183,
2024,Cont,Control,5,Warm,Warm,3,W,33,T,Control5_Warm3_W33_T,2024_Cont05_Warm03_W33_T,132,,184,
2024,Hyp,Hypoxic,2,Warm,Warm,3,B,28,S,Hypoxic2_Warm3_B28_S,2024_Hyp02_Warm03_B28_S,131,,185,
2024,Hyp,Hypoxic,2,Warm,Warm,3,B,28,T,Hypoxic2_Warm3_B28_T,2024_Hyp02_Warm03_B28_T,134,,186,
2024,Hyp,Hypoxic,6,Warm,Warm,3,B,36,S,Hypoxic6_Warm3_B36_S,2024_Hyp06_Warm03_B36_S,136,,187,
2024,Hyp,Hypoxic,6,Warm,Warm,3,B,36,T,Hypoxic6_Warm3_B36_T,2024_Hyp06_Warm03_B36_T,140,,188,
2024,Warm,Warm,1,Warm,Warm,3,G,25,S,Warm1_Warm3_G25_S,2024_Warm01_Warm03_G25_S,142,SC 3/19 Ended with this one today,189,
2024,Warm,Warm,1,Warm,Warm,3,G,25,T,Warm1_Warm3_G25_T,2024_Warm01_Warm03_G25_T,138,,190,
2024,Warm,Warm,3,Warm,Warm,3,G,30,S,Warm3_Warm3_G30_S,2024_Warm03_Warm03_G30_S,137,,191,
2024,Warm,Warm,3,Warm,Warm,3,G,30,T,Warm3_Warm3_G30_T,2024_Warm03_Warm03_G30_T,139,,192,
2024,Both,Both,2,Both,Both,4,O,40,S,Both2_Both4_O40_S,2024_Both02_Both04_O40_S,183,3/31 SKM started with this one todsy,193,
2024,Both,Both,2,Both,Both,4,O,40,T,Both2_Both4_O40_T,2024_Both02_Both04_O40_T,186,,194,
2024,Both,Both,6,Both,Both,4,O,47,S,Both6_Both4_O47_S,2024_Both06_Both04_O47_S,184,,195,
2024,Both,Both,6,Both,Both,4,O,47,T,Both6_Both4_O47_T,2024_Both06_Both04_O47_T,187,,196,
2024,Cont,Control,4,Both,Both,4,W,44,S,Control4_Both4_W44_S,2024_Cont04_Both04_W44_S,178,,197,
2024,Cont,Control,4,Both,Both,4,W,44,T,Control4_Both4_W44_T,2024_Cont04_Both04_W44_T,181,,198,
2024,Cont,Control,6,Both,Both,4,W,48,S,Control6_Both4_W48_S,2024_Cont06_Both04_W48_S,185,,199,
2024,Cont,Control,6,Both,Both,4,W,48,T,Control6_Both4_W48_T,2024_Cont06_Both04_W48_T,188,,200,
2024,Hyp,Hypoxic,4,Both,Both,4,B,43,S,Hypoxic4_Both4_B43_S,2024_Hyp04_Both04_B43_S,195,,201,
2024,Hyp,Hypoxic,4,Both,Both,4,B,43,T,Hypoxic4_Both4_B43_T,2024_Hyp04_Both04_B43_T,197,,202,
2024,Hyp,Hypoxic,6,Both,Both,4,B,48,S,Hypoxic6_Both4_B48_S,2024_Hyp06_Both04_B48_S,99,,203,
2024,Hyp,Hypoxic,6,Both,Both,4,B,48,T,Hypoxic6_Both4_B48_T,2024_Hyp06_Both04_B48_T,102,,204,
2024,Warm,Warm,1,Both,Both,4,G,38,S,Warm1_Both4_G38_S,2024_Warm01_Both04_G38_S,179,,205,
2024,Warm,Warm,1,Both,Both,4,G,38,T,Warm1_Both4_G38_T,2024_Warm01_Both04_G38_T,182,SC 3/28 Ended with this one today,206,
2024,Warm,Warm,2,Both,Both,4,G,40,S,Warm2_Both4_G40_S,2024_Warm02_Both04_G40_S,177,,207,
2024,Warm,Warm,2,Both,Both,4,G,40,T,Warm2_Both4_G40_T,2024_Warm02_Both04_G40_T,180,,208,
2024,Both,Both,1,Cont,Control,4,O,37,S,Both1_Control4_O37_S,2024_Both01_Cont04_O37_S,350,,209,
2024,Both,Both,1,Cont,Control,4,O,37,T,Both1_Control4_O37_T,2024_Both01_Cont04_O37_T,353,,210,
2024,Both,Both,6,Cont,Control,4,O,48,S,Both6_Control4_O48_S,2024_Both06_Cont04_O48_S,331,,211,
2024,Both,Both,6,Cont,Control,4,O,48,T,Both6_Control4_O48_T,2024_Both06_Cont04_O48_T,332,6/9/2025 SC ended with this one today,212,
2024,Cont,Control,4,Cont,Control,4,W,43,S,Control4_Control4_W43_S,2024_Cont04_Cont04_W43_S,327,,213,
2024,Cont,Control,4,Cont,Control,4,W,43,T,Control4_Control4_W43_T,2024_Cont04_Cont04_W43_T,330,,214,
2024,Cont,Control,5,Cont,Control,4,W,46,S,Control5_Control4_W46_S,2024_Cont05_Cont04_W46_S,351,,215,
2024,Cont,Control,5,Cont,Control,4,W,46,T,Control5_Control4_W46_T,2024_Cont05_Cont04_W46_T,354,,216,
2024,Hyp,Hypoxic,1,Cont,Control,4,B,38,S,Hypoxic1_Control4_B38_S,2024_Hyp01_Cont04_B38_S,326,,217,
2024,Hyp,Hypoxic,1,Cont,Control,4,B,38,T,Hypoxic1_Control4_B38_T,2024_Hyp01_Cont04_B38_T,329,,218,
2024,Hyp,Hypoxic,2,Cont,Control,4,B,40,S,Hypoxic2_Control4_B40_S,2024_Hyp02_Cont04_B40_S,349,6/16/25 SC started with this one today,219,
2024,Hyp,Hypoxic,2,Cont,Control,4,B,40,T,Hypoxic2_Control4_B40_T,2024_Hyp02_Cont04_B40_T,352,,220,
2024,Warm,Warm,1,Cont,Control,4,G,37,S,Warm1_Control4_G37_S,2024_Warm01_Cont04_G37_S,325,,221,
2024,Warm,Warm,1,Cont,Control,4,G,37,T,Warm1_Control4_G37_T,2024_Warm01_Cont04_G37_T,328,,222,
2024,Warm,Warm,6,Cont,Control,4,G,47,S,Warm6_Control4_G47_S,2024_Warm06_Cont04_G47_S,355,,223,
2024,Warm,Warm,6,Cont,Control,4,G,47,T,Warm6_Control4_G47_T,2024_Warm06_Cont04_G47_T,358,,224,
2024,Both,Both,1,Hyp,Hypoxic,4,O,37,S,Both1_Hypoxic4_O37_S,2024_Both01_Hyp04_O37_S,293,,225,
2024,Both,Both,1,Hyp,Hypoxic,4,O,37,T,Both1_Hypoxic4_O37_T,2024_Both01_Hyp04_O37_T,295,,226,
2024,Both,Both,2,Hyp,Hypoxic,4,O,40,S,Both2_Hypoxic4_O40_S,2024_Both02_Hyp04_O40_S,261,,227,
2024,Both,Both,2,Hyp,Hypoxic,4,O,40,T,Both2_Hypoxic4_O40_T,2024_Both02_Hyp04_O40_T,264,,228,
2024,Cont,Control,1,Hyp,Hypoxic,4,W,38,S,Control1_Hypoxic4_W38_S,2024_Cont01_Hyp04_W38_S,260,,229,
2024,Cont,Control,1,Hyp,Hypoxic,4,W,38,T,Control1_Hypoxic4_W38_T,2024_Cont01_Hyp04_W38_T,263,,230,
2024,Cont,Control,2,Hyp,Hypoxic,4,W,40,S,Control2_Hypoxic4_W40_S,2024_Cont02_Hyp04_W40_S,254,5/21/2025 SC started with this one today,231,
2024,Cont,Control,2,Hyp,Hypoxic,4,W,40,T,Control2_Hypoxic4_W40_T,2024_Cont02_Hyp04_W40_T,257,,232,
2024,Hyp,Hypoxic,4,Hyp,Hypoxic,4,B,43,S,Hypoxic4_Hypoxic4_B43_S,2024_Hyp04_Hyp04_B43_S,255,,233,
2024,Hyp,Hypoxic,4,Hyp,Hypoxic,4,B,43,T,Hypoxic4_Hypoxic4_B43_T,2024_Hyp04_Hyp04_B43_T,258,,234,
2024,Hyp,Hypoxic,6,Hyp,Hypoxic,4,B,47,S,Hypoxic6_Hypoxic4_B47_S,2024_Hyp06_Hyp04_B47_S,262,,235,
2024,Hyp,Hypoxic,6,Hyp,Hypoxic,4,B,47,T,Hypoxic6_Hypoxic4_B47_T,2024_Hyp06_Hyp04_B47_T,265,,236,
2024,Warm,Warm,3,Hyp,Hypoxic,4,G,41,S,Warm3_Hypoxic4_G41_S,2024_Warm03_Hyp04_G41_S,256,,237,
2024,Warm,Warm,3,Hyp,Hypoxic,4,G,41,T,Warm3_Hypoxic4_G41_T,2024_Warm03_Hyp04_G41_T,259,,238,
2024,Warm,Warm,4,Hyp,Hypoxic,4,G,44,S,Warm4_Hypoxic4_G44_S,2024_Warm04_Hyp04_G44_S,294,,239,
2024,Warm,Warm,4,Hyp,Hypoxic,4,G,44,T,Warm4_Hypoxic4_G44_T,2024_Warm04_Hyp04_G44_T,296,,240,
2024,Both,Both,2,Warm,Warm,4,O,40,S,Both2_Warm4_O40_S,2024_Both02_Warm04_O40_S,157,,241,
2024,Both,Both,2,Warm,Warm,4,O,40,T,Both2_Warm4_O40_T,2024_Both02_Warm04_O40_T,160,,242,
2024,Both,Both,5,Warm,Warm,4,O,46,S,Both5_Warm4_O46_S,2024_Both05_Warm04_O46_S,153,,243,
2024,Both,Both,5,Warm,Warm,4,O,46,T,Both5_Warm4_O46_T,2024_Both05_Warm04_O46_T,156,,244,
2024,Cont,Control,1,Warm,Warm,4,W,38,S,Control1_Warm4_W38_S,2024_Cont01_Warm04_W38_S,152,,245,
2024,Cont,Control,1,Warm,Warm,4,W,38,T,Control1_Warm4_W38_T,2024_Cont01_Warm04_W38_T,155,,246,
2024,Cont,Control,6,Warm,Warm,4,W,47,S,Control6_Warm4_W47_S,2024_Cont06_Warm04_W47_S,126,,247,
2024,Cont,Control,6,Warm,Warm,4,W,47,T,Control6_Warm4_W47_T,2024_Cont06_Warm04_W47_T,125,,248,
2024,Hyp,Hypoxic,3,Warm,Warm,4,B,42,S,Hypoxic3_Warm4_B42_S,2024_Hyp03_Warm04_B42_S,151,SKM 3/21 Started with this one today,249,
2024,Hyp,Hypoxic,3,Warm,Warm,4,B,42,T,Hypoxic3_Warm4_B42_T,2024_Hyp03_Warm04_B42_T,154,,250,
2024,Hyp,Hypoxic,4,Warm,Warm,4,B,44,S,Hypoxic4_Warm4_B44_S,2024_Hyp04_Warm04_B44_S,127,,251,
2024,Hyp,Hypoxic,4,Warm,Warm,4,B,44,T,Hypoxic4_Warm4_B44_T,2024_Hyp04_Warm04_B44_T,150,SC 3/21 Ended with this one today,252,
2024,Warm,Warm,3,Warm,Warm,4,G,41,S,Warm3_Warm4_G41_S,2024_Warm03_Warm04_G41_S,128,SC 3/5 Ended with this one today,253,
2024,Warm,Warm,3,Warm,Warm,4,G,41,T,Warm3_Warm4_G41_T,2024_Warm03_Warm04_G41_T,149,,254,
2024,Warm,Warm,4,Warm,Warm,4,G,44,S,Warm4_Warm4_G44_S,2024_Warm04_Warm04_G44_S,146,,255,
2024,Warm,Warm,4,Warm,Warm,4,G,44,T,Warm4_Warm4_G44_T,2024_Warm04_Warm04_G44_T,143,SC 3/21 Started with this one today,256,
2024,Both,Both,4,Both,Both,5,O,56,S,Both4_Both5_O56_S,2024_Both04_Both05_O56_S,68,,257,
2024,Both,Both,4,Both,Both,5,O,56,T,Both4_Both5_O56_T,2024_Both04_Both05_O56_T,65,,258,
2024,Both,Both,5,Both,Both,5,O,57,S,Both5_Both5_O57_S,2024_Both05_Both05_O57_S,85,,259,
2024,Both,Both,5,Both,Both,5,O,57,T,Both5_Both5_O57_T,2024_Both05_Both05_O57_T,101,,260,
2024,Cont,Control,2,Both,Both,5,W,52,S,Control2_Both5_W52_S,2024_Cont02_Both05_W52_S,70,,261,
2024,Cont,Control,2,Both,Both,5,W,52,T,Control2_Both5_W52_T,2024_Cont02_Both05_W52_T,66,,262,
2024,Cont,Control,3,Both,Both,5,W,54,S,Control3_Both5_W54_S,2024_Cont03_Both05_W54_S,73,,263,
2024,Cont,Control,3,Both,Both,5,W,54,T,Control3_Both5_W54_T,2024_Cont03_Both05_W54_T,74,,264,
2024,Hyp,Hypoxic,1,Both,Both,5,B,49,S,Hypoxic1_Both5_B49_S,2024_Hyp01_Both05_B49_S,72,,265,
2024,Hyp,Hypoxic,1,Both,Both,5,B,49,T,Hypoxic1_Both5_B49_T,2024_Hyp01_Both05_B49_T,75,,266,
2024,Hyp,Hypoxic,5,Both,Both,5,B,58,S,Hypoxic5_Both5_B58_S,2024_Hyp05_Both05_B58_S,69,,267,
2024,Hyp,Hypoxic,5,Both,Both,5,B,58,T,Hypoxic5_Both5_B58_T,2024_Hyp05_Both05_B58_T,67,,268,
2024,Warm,Warm,5,Both,Both,5,G,57,S,Warm5_Both5_G57_S,2024_Warm05_Both05_G57_S,83,2/5/25 SKM found to be a double during processing,269,
2024,Warm,Warm,5,Both,Both,5,G,57,T,Warm5_Both5_G57_T,2024_Warm05_Both05_G57_T,93,"2/5/25 SKM found to be a double during processing. SC 2/19 When I tried to homogenize the tissue samples, they are clumping in the tube.: not yet dry and homogenizer tubes put into the drying oven. 2/21 SC rehomogenized and all set now.",270,
2024,Warm,Warm,6,Both,Both,5,G,60,S,Warm6_Both5_G60_S,2024_Warm06_Both05_G60_S,71,,271,
2024,Warm,Warm,6,Both,Both,5,G,60,T,Warm6_Both5_G60_T,2024_Warm06_Both05_G60_T,76,,272,
2024,Both,Both,3,Cont,Control,5,O,53,S,Both3_Control5_O53_S,2024_Both03_Cont05_O53_S,280,"5/21/2025 SC no tissue in shell, dead",273,
2024,Both,Both,3,Cont,Control,5,O,53,T,Both3_Control5_O53_T,2024_Both03_Cont05_O53_T,NA,"5/21/2025 SC no tissue in shell, dead",274,Y
2024,Both,Both,5,Cont,Control,5,O,57,S,Both5_Control5_O57_S,2024_Both05_Cont05_O57_S,276,,275,
2024,Both,Both,5,Cont,Control,5,O,57,T,Both5_Control5_O57_T,2024_Both05_Cont05_O57_T,279,"5/30/25 SC may be contaminated or weird results, touched table",276,
2024,Cont,Control,3,Cont,Control,5,W,53,S,Control3_Control5_W53_S,2024_Cont03_Cont05_W53_S,267,,277,
2024,Cont,Control,3,Cont,Control,5,W,53,T,Control3_Control5_W53_T,2024_Cont03_Cont05_W53_T,270,,278,
2024,Cont,Control,4,Cont,Control,5,W,55,S,Control4_Control5_W55_S,2024_Cont04_Cont05_W55_S,274,5/30/25 SC started with this one today,279,
2024,Cont,Control,4,Cont,Control,5,W,55,T,Control4_Control5_W55_T,2024_Cont04_Cont05_W55_T,277,,280,
2024,Hyp,Hypoxic,5,Cont,Control,5,B,58,S,Hypoxic5_Control5_B58_S,2024_Hyp05_Cont05_B58_S,266,,281,
2024,Hyp,Hypoxic,5,Cont,Control,5,B,58,T,Hypoxic5_Control5_B58_T,2024_Hyp05_Cont05_B58_T,269,,282,
2024,Hyp,Hypoxic,6,Cont,Control,5,B,60,S,Hypoxic6_Control5_B60_S,2024_Hyp06_Cont05_B60_S,275,,283,
2024,Hyp,Hypoxic,6,Cont,Control,5,B,60,T,Hypoxic6_Control5_B60_T,2024_Hyp06_Cont05_B60_T,278,,284,
2024,Warm,Warm,1,Cont,Control,5,G,50,S,Warm1_Control5_G50_S,2024_Warm01_Cont05_G50_S,272,,285,
2024,Warm,Warm,1,Cont,Control,5,G,50,T,Warm1_Control5_G50_T,2024_Warm01_Cont05_G50_T,273,5/21/2025 SC ended with this one today,286,
2024,Warm,Warm,5,Cont,Control,5,G,58,S,Warm5_Control5_G58_S,2024_Warm05_Cont05_G58_S,268,,287,
2024,Warm,Warm,5,Cont,Control,5,G,58,T,Warm5_Control5_G58_T,2024_Warm05_Cont05_G58_T,271,,288,
2024,Both,Both,1,Hyp,Hypoxic,5,O,49,S,Both1_Hypoxic5_O49_S,2024_Both01_Hyp05_O49_S,229,4/25/25 SC Started with this one today,289,
2024,Both,Both,1,Hyp,Hypoxic,5,O,49,T,Both1_Hypoxic5_O49_T,2024_Both01_Hyp05_O49_T,231,,290,
2024,Both,Both,6,Hyp,Hypoxic,5,O,60,S,Both6_Hypoxic5_O60_S,2024_Both06_Hyp05_O60_S,226,,291,
2024,Both,Both,6,Hyp,Hypoxic,5,O,60,T,Both6_Hypoxic5_O60_T,2024_Both06_Hyp05_O60_T,223,,292,
2024,Cont,Control,5,Hyp,Hypoxic,5,W,57,S,Control5_Hypoxic5_W57_S,2024_Cont05_Hyp05_W57_S,227,bee tag may have flaked into sample,293,
2024,Cont,Control,5,Hyp,Hypoxic,5,W,57,T,Control5_Hypoxic5_W57_T,2024_Cont05_Hyp05_W57_T,224,dropped sample on counter,294,
2024,Cont,Control,6,Hyp,Hypoxic,5,W,60,S,Control6_Hypoxic5_W60_S,2024_Cont06_Hyp05_W60_S,220,,295,
2024,Cont,Control,6,Hyp,Hypoxic,5,W,60,T,Control6_Hypoxic5_W60_T,2024_Cont06_Hyp05_W60_T,217,4/16 SKM started w this one,296,
2024,Hyp,Hypoxic,1,Hyp,Hypoxic,5,B,50,S,Hypoxic1_Hypoxic5_B50_S,2024_Hyp01_Hyp05_B50_S,228,4/16 SKM ended with this one,297,
2024,Hyp,Hypoxic,1,Hyp,Hypoxic,5,B,50,T,Hypoxic1_Hypoxic5_B50_T,2024_Hyp01_Hyp05_B50_T,225,,298,
2024,Hyp,Hypoxic,3,Hyp,Hypoxic,5,B,54,S,Hypoxic3_Hypoxic5_B54_S,2024_Hyp03_Hyp05_B54_S,230,,299,
2024,Hyp,Hypoxic,3,Hyp,Hypoxic,5,B,54,T,Hypoxic3_Hypoxic5_B54_T,2024_Hyp03_Hyp05_B54_T,232,4/25/25 SC Ended with this one today,300,
2024,Warm,Warm,3,Hyp,Hypoxic,5,G,53,S,Warm3_Hypoxic5_G53_S,2024_Warm03_Hyp05_G53_S,221,,301,
2024,Warm,Warm,3,Hyp,Hypoxic,5,G,53,T,Warm3_Hypoxic5_G53_T,2024_Warm03_Hyp05_G53_T,218,,302,
2024,Warm,Warm,5,Hyp,Hypoxic,5,G,57,S,Warm5_Hypoxic5_G57_S,2024_Warm05_Hyp05_G57_S,222,,303,
2024,Warm,Warm,5,Hyp,Hypoxic,5,G,57,T,Warm5_Hypoxic5_G57_T,2024_Warm05_Hyp05_G57_T,219,,304,
2024,Both,Both,1,Warm,Warm,5,O,49,S,Both1_Warm5_O49_S,2024_Both01_Warm05_O49_S,170,3/26 SC ended with this one today,305,
2024,Both,Both,1,Warm,Warm,5,O,49,T,Both1_Warm5_O49_T,2024_Both01_Warm05_O49_T,169,,306,
2024,Both,Both,4,Warm,Warm,5,O,55,S,Both4_Warm5_O55_S,2024_Both04_Warm05_O55_S,171,3/24/25 SKM was once a double but there is only one shell of the second oyster. likely fine to include in analysis because second shell likely already there when entering phase 2.3/28 SC Started with this one today,307,
2024,Both,Both,4,Warm,Warm,5,O,55,T,Both4_Warm5_O55_T,2024_Both04_Warm05_O55_T,174,,308,
2024,Cont,Control,3,Warm,Warm,5,W,53,S,Control3_Warm5_W53_S,2024_Cont03_Warm05_W53_S,173,,309,
2024,Cont,Control,3,Warm,Warm,5,W,53,T,Control3_Warm5_W53_T,2024_Cont03_Warm05_W53_T,176,,310,
2024,Cont,Control,5,Warm,Warm,5,W,57,S,Control5_Warm5_W57_S,2024_Cont05_Warm05_W57_S,165,,311,
2024,Cont,Control,5,Warm,Warm,5,W,57,T,Control5_Warm5_W57_T,2024_Cont05_Warm05_W57_T,168,,312,
2024,Hyp,Hypoxic,2,Warm,Warm,5,B,52,S,Hypoxic2_Warm5_B52_S,2024_Hyp02_Warm05_B52_S,159,,313,
2024,Hyp,Hypoxic,2,Warm,Warm,5,B,52,T,Hypoxic2_Warm5_B52_T,2024_Hyp02_Warm05_B52_T,162,3/24 SKM ended with this one today,314,
2024,Hyp,Hypoxic,6,Warm,Warm,5,B,59,S,Hypoxic6_Warm5_B59_S,2024_Hyp06_Warm05_B59_S,163,3/26 SC started with this one today,315,
2024,Hyp,Hypoxic,6,Warm,Warm,5,B,59,T,Hypoxic6_Warm5_B59_T,2024_Hyp06_Warm05_B59_T,166,,316,
2024,Warm,Warm,1,Warm,Warm,5,G,49,S,Warm1_Warm5_G49_S,2024_Warm01_Warm05_G49_S,164,,317,
2024,Warm,Warm,1,Warm,Warm,5,G,49,T,Warm1_Warm5_G49_T,2024_Warm01_Warm05_G49_T,167,,318,
2024,Warm,Warm,2,Warm,Warm,5,G,52,S,Warm2_Warm5_G52_S,2024_Warm02_Warm05_G52_S,172,,319,
2024,Warm,Warm,2,Warm,Warm,5,G,52,T,Warm2_Warm5_G52_T,2024_Warm02_Warm05_G52_T,175,,320,
2024,Both,Both,1,Both,Both,6,O,62,S,Both1_Both6_O62_S,2024_Both01_Both06_O62_S,26,,321,
2024,Both,Both,1,Both,Both,6,O,62,T,Both1_Both6_O62_T,2024_Both01_Both06_O62_T,24,,322,
2024,Both,Both,3,Both,Both,6,O,65,S,Both3_Both6_O65_S,2024_Both03_Both06_O65_S,21,,323,
2024,Both,Both,3,Both,Both,6,O,65,T,Both3_Both6_O65_T,2024_Both03_Both06_O65_T,17,,324,
2024,Cont,Control,1,Both,Both,6,W,62,S,Control1_Both6_W62_S,2024_Cont01_Both06_W62_S,28,,325,
2024,Cont,Control,1,Both,Both,6,W,62,T,Control1_Both6_W62_T,2024_Cont01_Both06_W62_T,23,,326,
2024,Cont,Control,5,Both,Both,6,W,69,S,Control5_Both6_W69_S,2024_Cont05_Both06_W69_S,27,,327,
2024,Cont,Control,5,Both,Both,6,W,69,T,Control5_Both6_W69_T,2024_Cont05_Both06_W69_T,25,,328,
2024,Hyp,Hypoxic,2,Both,Both,6,B,64,S,Hypoxic2_Both6_B64_S,2024_Hyp02_Both06_B64_S,50,,329,
2024,Hyp,Hypoxic,2,Both,Both,6,B,64,T,Hypoxic2_Both6_B64_T,2024_Hyp02_Both06_B64_T,31,,330,
2024,Hyp,Hypoxic,5,Both,Both,6,B,70,S,Hypoxic5_Both6_B70_S,2024_Hyp05_Both06_B70_S,46,,331,
2024,Hyp,Hypoxic,5,Both,Both,6,B,70,T,Hypoxic5_Both6_B70_T,2024_Hyp05_Both06_B70_T,47,,332,
2024,Warm,Warm,3,Both,Both,6,G,65,S,Warm3_Both6_G65_S,2024_Warm03_Both06_G65_S,20,,333,
2024,Warm,Warm,3,Both,Both,6,G,65,T,Warm3_Both6_G65_T,2024_Warm03_Both06_G65_T,19,,334,
2024,Warm,Warm,4,Both,Both,6,G,67,S,Warm4_Both6_G67_S,2024_Warm04_Both06_G67_S,22,,335,
2024,Warm,Warm,4,Both,Both,6,G,67,T,Warm4_Both6_G67_T,2024_Warm04_Both06_G67_T,18,,336,
2024,Both,Both,2,Cont,Control,6,O,63,S,Both2_Control6_O63_S,2024_Both02_Cont06_O63_S,52,,337,
2024,Both,Both,2,Cont,Control,6,O,63,T,Both2_Control6_O63_T,2024_Both02_Cont06_O63_T,61,,338,
2024,Both,Both,4,Cont,Control,6,O,67,S,Both4_Control6_O67_S,2024_Both04_Cont06_O67_S,64,,339,
2024,Both,Both,4,Cont,Control,6,O,67,T,Both4_Control6_O67_T,2024_Both04_Cont06_O67_T,59,,340,
2024,Cont,Control,2,Cont,Control,6,W,63,S,Control2_Control6_W63_S,2024_Cont02_Cont06_W63_S,62,,341,
2024,Cont,Control,2,Cont,Control,6,W,63,T,Control2_Control6_W63_T,2024_Cont02_Cont06_W63_T,49,,342,
2024,Cont,Control,6,Cont,Control,6,W,72,S,Control6_Control6_W72_S,2024_Cont06_Cont06_W72_S,56,,343,
2024,Cont,Control,6,Cont,Control,6,W,72,T,Control6_Control6_W72_T,2024_Cont06_Cont06_W72_T,53,,344,
2024,Hyp,Hypoxic,3,Cont,Control,6,B,66,S,Hypoxic3_Control6_B66_S,2024_Hyp03_Cont06_B66_S,58,,345,
2024,Hyp,Hypoxic,3,Cont,Control,6,B,66,T,Hypoxic3_Control6_B66_T,2024_Hyp03_Cont06_B66_T,60,,346,
2024,Hyp,Hypoxic,4,Cont,Control,6,B,68,S,Hypoxic4_Control6_B68_S,2024_Hyp04_Cont06_B68_S,51,,347,
2024,Hyp,Hypoxic,4,Cont,Control,6,B,68,T,Hypoxic4_Control6_B68_T,2024_Hyp04_Cont06_B68_T,48,,348,
2024,Warm,Warm,2,Cont,Control,6,G,63,S,Warm2_Control6_G63_S,2024_Warm02_Cont06_G63_S,63,,349,
2024,Warm,Warm,2,Cont,Control,6,G,63,T,Warm2_Control6_G63_T,2024_Warm02_Cont06_G63_T,55,,350,
2024,Warm,Warm,4,Cont,Control,6,G,67,S,Warm4_Control6_G67_S,2024_Warm04_Cont06_G67_S,57,,351,
2024,Warm,Warm,4,Cont,Control,6,G,67,T,Warm4_Control6_G67_T,2024_Warm04_Cont06_G67_T,54,,352,
2024,Both,Both,3,Hyp,Hypoxic,6,O,66,S,Both3_Hypoxic6_O66_S,2024_Both03_Hyp06_O66_S,371,,353,
2024,Both,Both,3,Hyp,Hypoxic,6,O,66,T,Both3_Hypoxic6_O66_T,2024_Both03_Hyp06_O66_T,374,,354,
2024,Both,Both,4,Hyp,Hypoxic,6,O,67,S,Both4_Hypoxic6_O67_S,2024_Both04_Hyp06_O67_S,364,,355,
2024,Both,Both,4,Hyp,Hypoxic,6,O,67,T,Both4_Hypoxic6_O67_T,2024_Both04_Hyp06_O67_T,367,,356,
2024,Cont,Control,3,Hyp,Hypoxic,6,W,65,S,Control3_Hypoxic6_W65_S,2024_Cont03_Hyp06_W65_S,376,,357,
2024,Cont,Control,3,Hyp,Hypoxic,6,W,65,T,Control3_Hypoxic6_W65_T,2024_Cont03_Hyp06_W65_T,378,,358,
2024,Cont,Control,4,Hyp,Hypoxic,6,W,67,S,Control4_Hypoxic6_W67_S,2024_Cont04_Hyp06_W67_S,370,,359,
2024,Cont,Control,4,Hyp,Hypoxic,6,W,67,T,Control4_Hypoxic6_W67_T,2024_Cont04_Hyp06_W67_T,373,6/23/25 SC started with this one today,360,
2024,Hyp,Hypoxic,2,Hyp,Hypoxic,6,B,63,S,Hypoxic2_Hypoxic6_B63_S,2024_Hyp02_Hyp06_B63_S,372,6/16/25 SC ended with this one today,361,
2024,Hyp,Hypoxic,2,Hyp,Hypoxic,6,B,63,T,Hypoxic2_Hypoxic6_B63_T,2024_Hyp02_Hyp06_B63_T,375,,362,
2024,Hyp,Hypoxic,3,Hyp,Hypoxic,6,B,65,S,Hypoxic3_Hypoxic6_B65_S,2024_Hyp03_Hyp06_B65_S,365,,363,
2024,Hyp,Hypoxic,3,Hyp,Hypoxic,6,B,65,T,Hypoxic3_Hypoxic6_B65_T,2024_Hyp03_Hyp06_B65_T,368,,364,
2024,Warm,Warm,1,Hyp,Hypoxic,6,G,62,S,Warm1_Hypoxic6_G62_S,2024_Warm01_Hyp06_G62_S,366,,365,
2024,Warm,Warm,1,Hyp,Hypoxic,6,G,62,T,Warm1_Hypoxic6_G62_T,2024_Warm01_Hyp06_G62_T,369,,366,
2024,Warm,Warm,2,Hyp,Hypoxic,6,G,64,S,Warm2_Hypoxic6_G64_S,2024_Warm02_Hyp06_G64_S,377,,367,
2024,Warm,Warm,2,Hyp,Hypoxic,6,G,64,T,Warm2_Hypoxic6_G64_T,2024_Warm02_Hyp06_G64_T,379,6/23/25 SC ended with this one today,368,
2024,Both,Both,3,Warm,Warm,6,O,66,S,Both3_Warm6_O66_S,2024_Both03_Warm06_O66_S,10,,369,
2024,Both,Both,3,Warm,Warm,6,O,66,T,Both3_Warm6_O66_T,2024_Both03_Warm06_O66_T,7,,370,
2024,Both,Both,6,Warm,Warm,6,O,72,S,Both6_Warm6_O72_S,2024_Both06_Warm06_O72_S,3,,371,
