Original_order,Date_MMDDYYYY,Year,Phase_1_treat,Phase_1_rep,Phase_2_treat,Phase_2_rep,Tag_color,Tag_num,Sample_Name,Submerged_weight_post,Dry_weight_post,double_single_dead,notes
931,8122024,2024,Both,05,Both,05,O,57,2024_Both05_Both05_O57,406.7,912.9,,
939,8122024,2024,Hyp,05,Both,05,B,57,2024_Hyp05_Both05_B57,194.8,472.9,,
941,8122024,2024,Cont,05,Both,05,W,57,2024_Cont05_Both05_W57,361.9,862.2,,
772,8122024,2024,Both,04,Cont,05,O,56,2024_Both04_Cont05_O56,288.2,686.6,,
773,8122024,2024,Hyp,04,Cont,05,B,56,2024_Hyp04_Cont05_B56,406.7,1096.4,,
786,8122024,2024,Warm,04,Cont,05,G,56,2024_Warm04_Cont05_G56,248.3,662.2,,
799,8122024,2024,Cont,04,Cont,05,W,56,2024_Cont04_Cont05_W56,474,1169.5,,
817,8122024,2024,Warm,04,Warm,05,G,56,2024_Warm04_Warm05_G56,488.3,1176.5,,
823,8122024,2024,Hyp,04,Warm,05,B,56,2024_Hyp04_Warm05_B56,366.1,847.7,,
840,8122024,2024,Cont,04,Warm,05,W,56,2024_Cont04_Warm05_W56,266.8,564.8,,
854,8122024,2024,Both,04,Warm,05,O,56,2024_Both04_Warm05_O56,485.6,1183.7,,
866,8122024,2024,Warm,04,Hyp,05,G,56,2024_Warm04_Hyp05_G56,184.5,502.9,,
868,8122024,2024,Cont,04,Hyp,05,W,56,2024_Cont04_Hyp05_W56,536.8,1290,,
886,8122024,2024,Both,04,Hyp,05,O,56,2024_Both04_Hyp05_O56,240.2,587.2,,
903,8122024,2024,Hyp,04,Hyp,05,B,56,2024_Hyp04_Hyp05_B56,133.6,349.3,,
915,8122024,2024,Cont,04,Both,05,W,56,2024_Cont04_Both05_W56,495.6,1157.8,,
919,8122024,2024,Warm,04,Both,05,G,56,2024_Warm04_Both05_G56,176.8,470.1,,
923,8122024,2024,Both,04,Both,05,O,56,2024_Both04_Both05_O56,418.7,919.6,,
924,8122024,2024,Hyp,04,Both,05,B,56,2024_Hyp04_Both05_B56,445.4,975.9,,
774,8122024,2024,Warm,04,Cont,05,G,55,2024_Warm04_Cont05_G55,316.7,846.3,,
782,8122024,2024,Cont,04,Cont,05,W,55,2024_Cont04_Cont05_W55,356.8,910.9,,
785,8122024,2024,Hyp,04,Cont,05,B,55,2024_Hyp04_Cont05_B55,173.2,419.5,,
788,8122024,2024,Both,04,Cont,05,O,55,2024_Both04_Cont05_O55,260.8,650.2,,
818,8122024,2024,Cont,04,Warm,05,W,55,2024_Cont04_Warm05_W55,261.1,636,,
829,8122024,2024,Warm,04,Warm,05,G,55,2024_Warm04_Warm05_G55,561.7,1283.9,,
836,8122024,2024,Both,04,Warm,05,O,55,2024_Both04_Warm05_O55,194.4,420.4,,
838,8122024,2024,Hyp,04,Warm,05,B,55,2024_Hyp04_Warm05_B55,224.5,547.1,,
871,8122024,2024,Both,04,Hyp,05,O,55,2024_Both04_Hyp05_O55,416.1,1233.4,,
880,8122024,2024,Cont,04,Hyp,05,W,55,2024_Cont04_Hyp05_W55,224.3,580.2,,
887,8122024,2024,Warm,04,Hyp,05,G,55,2024_Warm04_Hyp05_G55,210.9,489.2,,
890,8122024,2024,Hyp,04,Hyp,05,B,55,2024_Hyp04_Hyp05_B55,850.5,1897.4,,
920,8122024,2024,Hyp,04,Both,05,B,55,2024_Hyp04_Both05_B55,246.3,588.7,,
930,8122024,2024,Warm,04,Both,05,G,55,2024_Warm04_Both05_G55,418.4,1069.7,,
934,8122024,2024,Cont,04,Both,05,W,55,2024_Cont04_Both05_W55,296.5,705.3,,
957,8122024,2024,Both,04,Both,05,O,55,2024_Both04_Both05_O55,296.2,755.6,,
769,8122024,2024,Hyp,03,Cont,05,B,54,2024_Hyp03_Cont05_B54,391.9,964.7,,
796,8122024,2024,Both,03,Cont,05,O,54,2024_Both03_Cont05_O54,783.6,1806.7,,
801,8122024,2024,Cont,03,Cont,05,W,54,2024_Cont03_Cont05_W54,409.5,995.1,,
808,8122024,2024,Warm,03,Cont,05,G,54,2024_Warm03_Cont05_G54,329,765.5,,
821,8122024,2024,Warm,03,Warm,05,G,54,2024_Warm03_Warm05_G54,304.8,763.8,,
843,8122024,2024,Cont,03,Warm,05,W,54,2024_Cont03_Warm05_W54,600.2,1374.8,,
852,8122024,2024,Both,03,Warm,05,O,54,2024_Both03_Warm05_O54,384.6,1112.6,,
864,8122024,2024,Hyp,03,Warm,05,B,54,2024_Hyp03_Warm05_B54,391.9,944.6,,
867,8122024,2024,Cont,03,Hyp,05,W,54,2024_Cont03_Hyp05_W54,300.9,707.6,,
878,8122024,2024,Hyp,03,Hyp,05,B,54,2024_Hyp03_Hyp05_B54,335.7,800.8,,
889,8122024,2024,Both,03,Hyp,05,O,54,2024_Both03_Hyp05_O54,490.3,1210.4,,
894,8122024,2024,Warm,03,Hyp,05,G,54,2024_Warm03_Hyp05_G54,267.6,675.8,,
917,8122024,2024,Warm,03,Both,05,G,54,2024_Warm03_Both05_G54,368.9,926.8,,
929,8122024,2024,Cont,03,Both,05,W,54,2024_Cont03_Both05_W54,361,928.8,,
948,8122024,2024,Both,03,Both,05,O,54,2024_Both03_Both05_O54,224.2,546.4,,
958,8122024,2024,Hyp,03,Both,05,B,54,2024_Hyp03_Both05_B54,179.6,468.5,,
780,8122024,2024,Hyp,03,Cont,05,B,53,2024_Hyp03_Cont05_B53,483.2,1269.4,,
789,8122024,2024,Cont,03,Cont,05,W,53,2024_Cont03_Cont05_W53,233.2,615.9,,
791,8122024,2024,Both,03,Cont,05,O,53,2024_Both03_Cont05_O53,85.9,217,,
812,8122024,2024,Warm,03,Cont,05,G,53,2024_Warm03_Cont05_G53,354,927.1,,
825,8122024,2024,Warm,03,Warm,05,G,53,2024_Warm03_Warm05_G53,455.8,905,,
826,8122024,2024,Cont,03,Warm,05,W,53,2024_Cont03_Warm05_W53,347.8,774.5,,
844,8122024,2024,Hyp,03,Warm,05,B,53,2024_Hyp03_Warm05_B53,334.7,748.1,,
861,8122024,2024,Both,03,Warm,05,O,53,2024_Both03_Warm05_O53,252.8,661.3,,
875,8122024,2024,Cont,03,Hyp,05,W,53,2024_Cont03_Hyp05_W53,468.4,1039.9,,
877,8122024,2024,Warm,03,Hyp,05,G,53,2024_Warm03_Hyp05_G53,599.3,1862.1,,
901,8122024,2024,Hyp,03,Hyp,05,B,53,2024_Hyp03_Hyp05_B53,322.2,822.4,,
904,8122024,2024,Both,03,Hyp,05,O,53,2024_Both03_Hyp05_O53,238.3,568.3,,
926,8122024,2024,Warm,03,Both,05,G,53,2024_Warm03_Both05_G53,325.4,819.6,,
942,8122024,2024,Cont,03,Both,05,W,53,2024_Cont03_Both05_W53,162.5,376,,
954,8122024,2024,Hyp,03,Both,05,B,53,2024_Hyp03_Both05_B53,251.7,627.3,,
960,8122024,2024,Both,03,Both,05,O,53,2024_Both03_Both05_O53,201.1,477.3,,"Missing oyster from this batch, must have taken for genetics"
781,8122024,2024,Warm,02,Cont,05,G,52,2024_Warm02_Cont05_G52,581.4,1578.3,,
792,8122024,2024,Cont,02,Cont,05,W,52,2024_Cont02_Cont05_W52,184.1,416,,
806,8122024,2024,Both,02,Cont,05,O,52,2024_Both02_Cont05_O52,229,587.1,,
811,8122024,2024,Hyp,02,Cont,05,B,52,2024_Hyp02_Cont05_B52,126.3,356.8,,
819,8122024,2024,Cont,02,Warm,05,W,52,2024_Cont02_Warm05_W52,495.7,1069.5,,
831,8122024,2024,Both,02,Warm,05,O,52,2024_Both02_Warm05_O52,450.4,1064.6,,
835,8122024,2024,Warm,02,Warm,05,G,52,2024_Warm02_Warm05_G52,263.9,602.5,,
837,8122024,2024,Hyp,02,Warm,05,B,52,2024_Hyp02_Warm05_B52,214.4,530.9,,
881,8122024,2024,Both,02,Hyp,05,O,52,2024_Both02_Hyp05_O52,269,596.5,,
884,8122024,2024,Hyp,02,Hyp,05,B,52,2024_Hyp02_Hyp05_B52,252.9,442,,
898,8122024,2024,Cont,02,Hyp,05,W,52,2024_Cont02_Hyp05_W52,398.7,953.4,,
900,8122024,2024,Warm,02,Hyp,05,G,52,2024_Warm02_Hyp05_G52,411.1,1096.2,,
921,8122024,2024,Cont,02,Both,05,W,52,2024_Cont02_Both05_W52,464.9,1145.8,,
935,8122024,2024,Both,02,Both,05,O,52,2024_Both02_Both05_O52,403.8,813.1,,
936,8122024,2024,Hyp,02,Both,05,B,52,2024_Hyp02_Both05_B52,306.6,700.9,,
937,8122024,2024,Warm,02,Both,05,G,52,2024_Warm02_Both05_G52,148.9,391.2,,
770,8122024,2024,Cont,02,Cont,05,W,51,2024_Cont02_Cont05_W51,436.3,1042.8,,
771,8122024,2024,Warm,02,Cont,05,G,51,2024_Warm02_Cont05_G51,236.7,562.8,,
807,8122024,2024,Both,02,Cont,05,O,51,2024_Both02_Cont05_O51,322.5,699.5,,
814,8122024,2024,Hyp,02,Cont,05,B,51,2024_Hyp02_Cont05_B51,334,863.5,,
834,8122024,2024,Cont,02,Warm,05,W,51,2024_Cont02_Warm05_W51,277,689.1,,
847,8122024,2024,Warm,02,Warm,05,G,51,2024_Warm02_Warm05_G51,425.6,1044.9,,
860,8122024,2024,Hyp,02,Warm,05,B,51,2024_Hyp02_Warm05_B51,326.6,854.6,,
863,8122024,2024,Both,02,Warm,05,O,51,2024_Both02_Warm05_O51,NA,NA,Dead,
872,8122024,2024,Hyp,02,Hyp,05,B,51,2024_Hyp02_Hyp05_B51,186.5,516.2,,
895,8122024,2024,Warm,02,Hyp,05,G,51,2024_Warm02_Hyp05_G51,404.5,896.3,,
906,8122024,2024,Cont,02,Hyp,05,W,51,2024_Cont02_Hyp05_W51,235.2,592.1,,
912,8122024,2024,Both,02,Hyp,05,O,51,2024_Both02_Hyp05_O51,NA,NA,Dead,
913,8122024,2024,Hyp,02,Both,05,B,51,2024_Hyp02_Both05_B51,430.8,1064.2,,
914,8122024,2024,Both,02,Both,05,O,51,2024_Both02_Both05_O51,199.4,479.6,,
938,8122024,2024,Warm,02,Both,05,G,51,2024_Warm02_Both05_G51,428.3,1050.2,,
959,8122024,2024,Cont,02,Both,05,W,51,2024_Cont02_Both05_W51,473.1,1041.9,,
778,8122024,2024,Warm,01,Cont,05,G,50,2024_Warm01_Cont05_G50,580.2,1360,,
783,8122024,2024,Both,01,Cont,05,O,50,2024_Both01_Cont05_O50,224.3,577.6,,
794,8122024,2024,Cont,01,Cont,05,W,50,2024_Cont01_Cont05_W50,757.5,1696.2,,
815,8122024,2024,Hyp,01,Cont,05,B,50,2024_Hyp01_Cont05_B50,215.5,596.7,,
824,8122024,2024,Both,01,Warm,05,O,50,2024_Both01_Warm05_O50,559.4,1301.3,,
833,8122024,2024,Hyp,01,Warm,05,B,50,2024_Hyp01_Warm05_B50,245.4,603.5,,
845,8122024,2024,Warm,01,Warm,05,G,50,2024_Warm01_Warm05_G50,374.8,951.8,,
849,8122024,2024,Cont,01,Warm,05,W,50,2024_Cont01_Warm05_W50,448,1030.8,,
870,8122024,2024,Both,01,Hyp,05,O,50,2024_Both01_Hyp05_O50,102.6,284.2,,
874,8122024,2024,Warm,01,Hyp,05,G,50,2024_Warm01_Hyp05_G50,334.7,855.6,,
876,8122024,2024,Hyp,01,Hyp,05,B,50,2024_Hyp01_Hyp05_B50,277.1,650.1,,
905,8122024,2024,Cont,01,Hyp,05,W,50,2024_Cont01_Hyp05_W50,627.2,1588.6,,
922,8122024,2024,Cont,01,Both,05,W,50,2024_Cont01_Both05_W50,516.3,1065.2,,
945,8122024,2024,Warm,01,Both,05,G,50,2024_Warm01_Both05_G50,429.5,1050.5,,
952,8122024,2024,Hyp,01,Both,05,B,50,2024_Hyp01_Both05_B50,93.3,299,,
955,8122024,2024,Both,01,Both,05,O,50,2024_Both01_Both05_O50,450,1063.9,,
776,8122024,2024,Both,01,Cont,05,O,49,2024_Both01_Cont05_O49,260.5,685.9,,
793,8122024,2024,Warm,01,Cont,05,G,49,2024_Warm01_Cont05_G49,330.5,855.7,,
797,8122024,2024,Hyp,01,Cont,05,B,49,2024_Hyp01_Cont05_B49,660.4,1719.3,,
803,8122024,2024,Cont,01,Cont,05,W,49,2024_Cont01_Cont05_W49,284.3,642,,
822,8122024,2024,Hyp,01,Warm,05,B,49,2024_Hyp01_Warm05_B49,450.5,1155.8,,
830,8122024,2024,Warm,01,Warm,05,G,49,2024_Warm01_Warm05_G49,681.6,1581.9,,Had worms on it + sediment
839,8122024,2024,Both,01,Warm,05,O,49,2024_Both01_Warm05_O49,232.8,573.7,,
842,8122024,2024,Cont,01,Warm,05,W,49,2024_Cont01_Warm05_W49,417.6,1024.8,,
869,8122024,2024,Warm,01,Hyp,05,G,49,2024_Warm01_Hyp05_G49,313.3,738.1,,
885,8122024,2024,Both,01,Hyp,05,O,49,2024_Both01_Hyp05_O49,468,1133.9,,
891,8122024,2024,Cont,01,Hyp,05,W,49,2024_Cont01_Hyp05_W49,234,559,,
907,8122024,2024,Hyp,01,Hyp,05,B,49,2024_Hyp01_Hyp05_B49,316.3,845.9,,
918,8122024,2024,Cont,01,Both,05,W,49,2024_Cont01_Both05_W49,518.7,1269.7,,
925,8122024,2024,Hyp,01,Both,05,B,49,2024_Hyp01_Both05_B49,438.7,952.6,,
943,8122024,2024,Both,01,Both,05,O,49,2024_Both01_Both05_O49,392.1,947.9,,
944,8122024,2024,Warm,01,Both,05,G,49,2024_Warm01_Both05_G49,365.4,944.4,,
582,8122024,2024,Hyp,06,Cont,04,B,48,2024_Hyp06_Cont04_B48,100.9,246.1,,
593,8122024,2024,Both,06,Cont,04,O,48,2024_Both06_Cont04_O48,287.3,664.9,,
603,8122024,2024,Warm,06,Cont,04,G,48,2024_Warm06_Cont04_G48,264.9,736.7,,
624,8122024,2024,Cont,06,Cont,04,W,48,2024_Cont06_Cont04_W48,157.7,419,,
625,8122024,2024,Warm,06,Warm,04,G,48,2024_Warm06_Warm04_G48,247.2,544.4,,
652,8122024,2024,Both,06,Warm,04,O,48,2024_Both06_Warm04_O48,660.5,1467.1,,
655,8122024,2024,Hyp,06,Warm,04,B,48,2024_Hyp06_Warm04_B48,419.8,925.8,,
672,8122024,2024,Cont,06,Warm,04,W,48,2024_Cont06_Warm04_W48,485.1,1289.5,,
680,8122024,2024,Cont,06,Hyp,04,W,48,2024_Cont06_Hyp04_W48,285.6,722.2,,
702,8122024,2024,Both,06,Hyp,04,O,48,2024_Both06_Hyp04_O48,254.9,625.4,,
706,8122024,2024,Hyp,06,Hyp,04,B,48,2024_Hyp06_Hyp04_B48,223.5,505.4,,
710,8122024,2024,Warm,06,Hyp,04,G,48,2024_Warm06_Hyp04_G48,205.1,542.5,,
727,8122024,2024,Warm,06,Both,04,G,48,2024_Warm06_Both04_G48,489.4,1167.7,,
736,8122024,2024,Cont,06,Both,04,W,48,2024_Cont06_Both04_W48,408.4,999.4,,
737,8122024,2024,Hyp,06,Both,04,B,48,2024_Hyp06_Both04_B48,321.1,750.5,,
755,8122024,2024,Both,06,Both,04,O,48,2024_Both06_Both04_O48,124,309.7,,
596,8122024,2024,Warm,06,Cont,04,G,47,2024_Warm06_Cont04_G47,207.3,498.3,,
614,8122024,2024,Cont,06,Cont,04,W,47,2024_Cont06_Cont04_W47,309.7,780.2,,
619,8122024,2024,Both,06,Cont,04,O,47,2024_Both06_Cont04_O47,384.5,1041.3,,
635,8122024,2024,Warm,06,Warm,04,G,47,2024_Warm06_Warm04_G47,475.3,1156.8,,
638,8122024,2024,Cont,06,Warm,04,W,47,2024_Cont06_Warm04_W47,291.8,859.9,,
657,8122024,2024,Hyp,06,Warm,04,B,47,2024_Hyp06_Warm04_B47,181.7,431.3,,
663,8122024,2024,Both,06,Warm,04,O,47,2024_Both06_Warm04_O47,230,619.4,,
681,8122024,2024,Hyp,06,Hyp,04,B,47,2024_Hyp06_Hyp04_B47,292.1,709.9,,
691,8122024,2024,Cont,06,Hyp,04,W,47,2024_Cont06_Hyp04_W47,692.2,1647,,
714,8122024,2024,Warm,06,Hyp,04,G,47,2024_Warm06_Hyp04_G47,204.3,472.4,,
719,8122024,2024,Both,06,Hyp,04,O,47,2024_Both06_Hyp04_O47,112.4,284.8,,
735,8122024,2024,Both,06,Both,04,O,47,2024_Both06_Both04_O47,124.1,299.2,,
743,8122024,2024,Warm,06,Both,04,G,47,2024_Warm06_Both04_G47,213.8,507.9,,
745,8122024,2024,Hyp,06,Both,04,B,47,2024_Hyp06_Both04_B47,278.4,681,,
768,8122024,2024,Cont,06,Both,04,W,47,2024_Cont06_Both04_W47,175.4,463.3,,
577,8122024,2024,Both,05,Cont,04,O,46,2024_Both05_Cont04_O46,206.8,501.7,,
579,8122024,2024,Hyp,05,Cont,04,B,46,2024_Hyp05_Cont04_B46,305.8,760.8,,
589,8122024,2024,Warm,05,Cont,04,G,46,2024_Warm05_Cont04_G46,260,641.6,,
591,8122024,2024,Cont,05,Cont,04,W,46,2024_Cont05_Cont04_W46,772.3,1846.5,,
626,8122024,2024,Hyp,05,Warm,04,B,46,2024_Hyp05_Warm04_B46,243.5,625.4,,
631,8122024,2024,Warm,05,Warm,04,G,46,2024_Warm05_Warm04_G46,368.9,860.5,,
637,8122024,2024,Cont,05,Warm,04,W,46,2024_Cont05_Warm04_W46,159.5,380.2,,
644,8122024,2024,Both,05,Warm,04,O,46,2024_Both05_Warm04_O46,249,644.7,,
673,8122024,2024,Cont,05,Hyp,04,W,46,2024_Cont05_Hyp04_W46,217,610.7,,
679,8122024,2024,Warm,05,Hyp,04,G,46,2024_Warm05_Hyp04_G46,157.8,367.8,,
692,8122024,2024,Both,05,Hyp,04,O,46,2024_Both05_Hyp04_O46,404.7,1012.2,,
707,8122024,2024,Hyp,05,Hyp,04,B,46,2024_Hyp05_Hyp04_B46,221.2,572.4,,
726,8122024,2024,Cont,05,Both,04,W,46,2024_Cont05_Both04_W46,480.2,1119,,
728,8122024,2024,Warm,05,Both,04,G,46,2024_Warm05_Both04_G46,637.2,1549.3,,
744,8122024,2024,Hyp,05,Both,04,B,46,2024_Hyp05_Both04_B46,159.7,368.9,,
751,8122024,2024,Both,05,Both,04,O,46,2024_Both05_Both04_O46,178.4,449.1,,
581,8122024,2024,Warm,05,Cont,04,G,45,2024_Warm05_Cont04_G45,478.7,1205.9,,
585,8122024,2024,Both,05,Cont,04,O,45,2024_Both05_Cont04_O45,376.5,875.5,,
600,8122024,2024,Hyp,05,Cont,04,B,45,2024_Hyp05_Cont04_B45,317.8,830.9,,
622,8122024,2024,Cont,05,Cont,04,W,45,2024_Cont05_Cont04_W45,685,1713.5,,
630,8122024,2024,Cont,05,Warm,04,W,45,2024_Cont05_Warm04_W45,244.3,551,,
634,8122024,2024,Hyp,05,Warm,04,B,45,2024_Hyp05_Warm04_B45,693.5,1767.6,,
636,8122024,2024,Warm,05,Warm,04,G,45,2024_Warm05_Warm04_G45,308.1,711.6,,
669,8122024,2024,Both,05,Warm,04,O,45,2024_Both05_Warm04_O45,264.6,668.7,,
675,8122024,2024,Both,05,Hyp,04,O,45,2024_Both05_Hyp04_O45,169.2,434.3,,
689,8122024,2024,Warm,05,Hyp,04,G,45,2024_Warm05_Hyp04_G45,402.4,1091.4,,
693,8122024,2024,Cont,05,Hyp,04,W,45,2024_Cont05_Hyp04_W45,297.9,711.4,,
698,8122024,2024,Hyp,05,Hyp,04,B,45,2024_Hyp05_Hyp04_B45,204.5,504.5,,
722,8122024,2024,Hyp,05,Both,04,B,45,2024_Hyp05_Both04_B45,192.2,495.2,,
741,8122024,2024,Warm,05,Both,04,G,45,2024_Warm05_Both04_G45,131.3,323,,
742,8122024,2024,Cont,05,Both,04,W,45,2024_Cont05_Both04_W45,142.6,364.2,,
754,8122024,2024,Both,05,Both,04,O,45,2024_Both05_Both04_O45,180.7,438.3,,
601,8122024,2024,Warm,04,Cont,04,G,44,2024_Warm04_Cont04_G44,364.3,883.3,,
604,8122024,2024,Both,04,Cont,04,O,44,2024_Both04_Cont04_O44,385.6,1033.2,,
608,8122024,2024,Cont,04,Cont,04,W,44,2024_Cont04_Cont04_W44,323.4,751.1,,
611,8122024,2024,Hyp,04,Cont,04,B,44,2024_Hyp04_Cont04_B44,232,583.4,,
633,8122024,2024,Warm,04,Warm,04,G,44,2024_Warm04_Warm04_G44,382.3,938,,
646,8122024,2024,Hyp,04,Warm,04,B,44,2024_Hyp04_Warm04_B44,253.4,583.4,,
649,8122024,2024,Both,04,Warm,04,O,44,2024_Both04_Warm04_O44,419.1,1035.1,,
661,8122024,2024,Cont,04,Warm,04,W,44,2024_Cont04_Warm04_W44,251,650.6,,
684,8122024,2024,Warm,04,Hyp,04,G,44,2024_Warm04_Hyp04_G44,303.5,724.6,,
697,8122024,2024,Hyp,04,Hyp,04,B,44,2024_Hyp04_Hyp04_B44,499,1257.5,,
700,8122024,2024,Both,04,Hyp,04,O,44,2024_Both04_Hyp04_O44,195.2,506.6,,
708,8122024,2024,Cont,04,Hyp,04,W,44,2024_Cont04_Hyp04_W44,237.6,551.2,,
739,8122024,2024,Cont,04,Both,04,W,44,2024_Cont04_Both04_W44,140.6,337.9,,
753,8122024,2024,Hyp,04,Both,04,B,44,2024_Hyp04_Both04_B44,194.4,463.8,,
756,8122024,2024,Warm,04,Both,04,G,44,2024_Warm04_Both04_G44,323.1,831.6,,
764,8122024,2024,Both,04,Both,04,O,44,2024_Both04_Both04_O44,348,874,,
590,8122024,2024,Cont,04,Cont,04,W,43,2024_Cont04_Cont04_W43,161.3,433,,
602,8122024,2024,Hyp,04,Cont,04,B,43,2024_Hyp04_Cont04_B43,338.7,1031.3,,
605,8122024,2024,Warm,04,Cont,04,G,43,2024_Warm04_Cont04_G43,511.1,1418.6,,
607,8122024,2024,Both,04,Cont,04,O,43,2024_Both04_Cont04_O43,409.2,981.1,,
650,8122024,2024,Cont,04,Warm,04,W,43,2024_Cont04_Warm04_W43,229.8,526.7,,
658,8122024,2024,Warm,04,Warm,04,G,43,2024_Warm04_Warm04_G43,632.5,1534.4,,
659,8122024,2024,Both,04,Warm,04,O,43,2024_Both04_Warm04_O43,495.5,1148.9,,
670,8122024,2024,Hyp,04,Warm,04,B,43,2024_Hyp04_Warm04_B43,376.7,902.4,,
682,8122024,2024,Hyp,04,Hyp,04,B,43,2024_Hyp04_Hyp04_B43,197.7,426.6,,
705,8122024,2024,Cont,04,Hyp,04,W,43,2024_Cont04_Hyp04_W43,458.4,1194.9,,
711,8122024,2024,Both,04,Hyp,04,O,43,2024_Both04_Hyp04_O43,202.7,566.4,,
716,8122024,2024,Warm,04,Hyp,04,G,43,2024_Warm04_Hyp04_G43,199.4,463.5,,
729,8122024,2024,Hyp,04,Both,04,B,43,2024_Hyp04_Both04_B43,219.8,566.2,,
747,8122024,2024,Warm,04,Both,04,G,43,2024_Warm04_Both04_G43,272.8,745.4,,
760,8122024,2024,Both,04,Both,04,O,43,2024_Both04_Both04_O43,406.8,930,,
766,8122024,2024,Cont,04,Both,04,W,43,2024_Cont04_Both04_W43,408.2,1047.9,,
583,8122024,2024,Cont,03,Cont,04,W,42,2024_Cont03_Cont04_W42,302.1,775.9,,
586,8122024,2024,Warm,03,Cont,04,G,42,2024_Warm03_Cont04_G42,591.6,1511.8,,
610,8122024,2024,Hyp,03,Cont,04,B,42,2024_Hyp03_Cont04_B42,533.7,1458.2,,
616,8122024,2024,Both,03,Cont,04,O,42,2024_Both03_Cont04_O42,371.1,854.5,,
639,8122024,2024,Hyp,03,Warm,04,B,42,2024_Hyp03_Warm04_B42,364.3,884.1,,
640,8122024,2024,Cont,03,Warm,04,W,42,2024_Cont03_Warm04_W42,278.2,651.9,,
647,8122024,2024,Both,03,Warm,04,O,42,2024_Both03_Warm04_O42,341.6,854.5,,
665,8122024,2024,Warm,03,Warm,04,G,42,2024_Warm03_Warm04_G42,254.4,642.7,,
685,8122024,2024,Both,03,Hyp,04,O,42,2024_Both03_Hyp04_O42,122.6,333.2,,
687,8122024,2024,Hyp,03,Hyp,04,B,42,2024_Hyp03_Hyp04_B42,676.7,1737.4,,
703,8122024,2024,Cont,03,Hyp,04,W,42,2024_Cont03_Hyp04_W42,364.6,882.7,,
712,8122024,2024,Warm,03,Hyp,04,G,42,2024_Warm03_Hyp04_G42,277.4,633.1,,
732,8122024,2024,Both,03,Both,04,O,42,2024_Both03_Both04_O42,144.6,346.3,,
734,8122024,2024,Hyp,03,Both,04,B,42,2024_Hyp03_Both04_B42,311.9,698.5,,
750,8122024,2024,Cont,03,Both,04,W,42,2024_Cont03_Both04_W42,243,603,,
752,8122024,2024,Warm,03,Both,04,G,42,2024_Warm03_Both04_G42,243.1,549.7,,
584,8122024,2024,Warm,03,Cont,04,G,41,2024_Warm03_Cont04_G41,284.2,750.6,,
599,8122024,2024,Cont,03,Cont,04,W,41,2024_Cont03_Cont04_W41,511.6,1240.7,,
613,8122024,2024,Both,03,Cont,04,O,41,2024_Both03_Cont04_O41,136.1,336.1,,
623,8122024,2024,Hyp,03,Cont,04,B,41,2024_Hyp03_Cont04_B41,247.3,699.5,,
629,8122024,2024,Cont,03,Warm,04,W,41,2024_Cont03_Warm04_W41,524.4,1167.6,,
632,8122024,2024,Both,03,Warm,04,O,41,2024_Both03_Warm04_O41,336.2,894,,
645,8122024,2024,Warm,03,Warm,04,G,41,2024_Warm03_Warm04_G41,298.2,747.7,,
668,8122024,2024,Hyp,03,Warm,04,B,41,2024_Hyp03_Warm04_B41,521.6,1202.8,,
676,8122024,2024,Both,03,Hyp,04,O,41,2024_Both03_Hyp04_O41,227.5,700.5,,
677,8122024,2024,Hyp,03,Hyp,04,B,41,2024_Hyp03_Hyp04_B41,309,778.4,,
683,8122024,2024,Warm,03,Hyp,04,G,41,2024_Warm03_Hyp04_G41,391.2,1048,,
720,8122024,2024,Cont,03,Hyp,04,W,41,2024_Cont03_Hyp04_W41,185.1,440,,
724,8122024,2024,Hyp,03,Both,04,B,41,2024_Hyp03_Both04_B41,367.9,853.9,,
725,8122024,2024,Both,03,Both,04,O,41,2024_Both03_Both04_O41,219.2,555.8,,
763,8122024,2024,Warm,03,Both,04,G,41,2024_Warm03_Both04_G41,257.3,604,,
765,8122024,2024,Cont,03,Both,04,W,41,2024_Cont03_Both04_W41,830.5,2287.5,,Still wet
578,8122024,2024,Both,02,Cont,04,O,40,2024_Both02_Cont04_O40,198.5,454.6,,
595,8122024,2024,Hyp,02,Cont,04,B,40,2024_Hyp02_Cont04_B40,402.5,1041.3,,
606,8122024,2024,Warm,02,Cont,04,G,40,2024_Warm02_Cont04_G40,439.2,1053.9,,
618,8122024,2024,Cont,02,Cont,04,W,40,2024_Cont02_Cont04_W40,328.3,772.2,,
642,8122024,2024,Both,02,Warm,04,O,40,2024_Both02_Warm04_O40,184.9,449.6,,
651,8122024,2024,Hyp,02,Warm,04,B,40,2024_Hyp02_Warm04_B40,289.1,723.7,,
653,8122024,2024,Warm,02,Warm,04,G,40,2024_Warm02_Warm04_G40,533.5,1245.1,,
664,8122024,2024,Cont,02,Warm,04,W,40,2024_Cont02_Warm04_W40,535.2,1247.2,,
695,8122024,2024,Cont,02,Hyp,04,W,40,2024_Cont02_Hyp04_W40,134,326.3,,
696,8122024,2024,Both,02,Hyp,04,O,40,2024_Both02_Hyp04_O40,321.2,736.6,,
713,8122024,2024,Warm,02,Hyp,04,G,40,2024_Warm02_Hyp04_G40,229.2,512.9,,
715,8122024,2024,Hyp,02,Hyp,04,B,40,2024_Hyp02_Hyp04_B40,169.3,409.3,,
733,8122024,2024,Warm,02,Both,04,G,40,2024_Warm02_Both04_G40,166.3,398.2,,
740,8122024,2024,Both,02,Both,04,O,40,2024_Both02_Both04_O40,468.3,1070.2,,
