Original_order,Date_MMDDYYYY,Year,Phase_1_treat,Phase_1_rep,Phase_2_treat,Phase_2_rep,Tag_color,Tag_num,Sample_Name,Submerged_weight_pre,Dry_weight_pre,Notes,
1000,7/24/24,2024,Cont,06,Hyp,04,W,48,2024_Cont06_Hyp04_W48,226.1,571.5,,
1132,7/24/24,2024,Cont,06,Warm,04,W,48,2024_Cont06_Warm04_W48,245.3,647.6,,
1133,7/24/24,2024,Hyp,06,Both,04,B,48,2024_Hyp06_Both04_B48,265.4,648.1,,
1136,7/24/24,2024,Cont,06,Warm,04,W,48,2024_Cont06_Warm04_W48,245.3,647.6,,
1137,7/24/24,2024,Hyp,06,Both,04,B,48,2024_Hyp06_Both04_B48,265.4,648.1,,
1332,7/24/24,2024,Warm,06,Warm,04,G,48,2024_Warm06_Warm04_G48,110.2,260.3,,
1333,7/24/24,2024,Hyp,06,Warm,04,B,48,2024_Hyp06_Warm04_B48,216.3,529.3,,
1334,7/24/24,2024,Cont,06,Warm,04,W,48,2024_Cont06_Warm04_W48,245.3,647.6,,
1335,7/24/24,2024,Both,06,Warm,04,O,48,2024_Both06_Warm04_O48,356.8,917,,
146,7/24/24,2024,Warm,06,Cont,04,G,47,2024_Warm06_Cont04_G47,126.1,300,,
158,7/24/24,2024,Both,06,Warm,04,O,47,2024_Both06_Warm04_O47,112.1,309.2,,
166,7/24/24,2024,Both,06,Warm,04,O,47,2024_Both06_Warm04_O47,112.1,309.2,,
251,7/24/24,2024,Cont,06,Both,04,W,47,2024_Cont06_Both04_W47,103,275.4,,
252,7/24/24,2024,Hyp,06,Both,04,B,47,2024_Hyp06_Both04_B47,131.9,328,,
253,7/24/24,2024,Warm,06,Both,04,G,47,2024_Warm06_Both04_G47,134,352.7,,
254,7/26/24,2024,Both,06,Both,04,O,47,2024_Both06_Both04_O47,104.9,264.3,,
319,7/24/24,2024,Both,06,Cont,04,O,47,2024_Both06_Cont04_O47,136.7,379.6,,
658,7/24/24,2024,Warm,06,Cont,04,G,47,2024_Warm06_Cont04_G47,126.1,300,,
659,7/24/24,2024,Both,06,Cont,04,O,47,2024_Both06_Cont04_O47,136.7,379.6,,
660,7/24/24,2024,Cont,06,Cont,04,W,47,2024_Cont06_Cont04_W47,194.1,486.4,,
993,7/24/24,2024,Both,06,Hyp,04,O,47,2024_Both06_Hyp04_O47,84.7,212.8,,
994,7/24/24,2024,Warm,06,Hyp,04,G,47,2024_Warm06_Hyp04_G47,130.8,335.3,,
995,7/24/24,2024,Hyp,06,Hyp,04,B,47,2024_Hyp06_Hyp04_B47,186.6,469.5,,
996,7/26/24,2024,Cont,06,Hyp,04,W,47,2024_Cont06_Hyp04_W47,555,1351.4,,
1141,7/24/24,2024,Warm,06,Warm,04,G,47,2024_Warm06_Warm04_G47,268,650.9,,
1328,7/24/24,2024,Hyp,06,Warm,04,B,47,2024_Hyp06_Warm04_B47,88.6,227.3,,
1329,7/24/24,2024,Both,06,Warm,04,O,47,2024_Both06_Warm04_O47,112.1,309.2,,
1330,7/24/24,2024,Cont,06,Warm,04,W,47,2024_Cont06_Warm04_W47,171,497.1,,
1331,7/24/24,2024,Warm,06,Warm,04,G,47,2024_Warm06_Warm04_G47,268,650.9,,
124,7/24/24,2024,Warm,05,Hyp,04,G,46,2024_Warm05_Hyp04_G46,105.4,255.7,,
127,7/24/24,2024,Hyp,05,Both,04,B,46,2024_Hyp05_Both04_B46,106.1,259.4,,
130,7/24/24,2024,Hyp,05,Both,04,B,46,2024_Hyp05_Both04_B46,106.1,259.4,,
131,7/24/24,2024,Both,05,Cont,04,O,46,2024_Both05_Cont04_O46,106,260,,
133,7/24/24,2024,Both,05,Warm,04,O,46,2024_Both05_Warm04_O46,95.7,260.1,,
247,7/24/24,2024,Hyp,05,Both,04,B,46,2024_Hyp05_Both04_B46,106.1,259.4,,
248,7/24/24,2024,Both,05,Both,04,O,46,2024_Both05_Both04_O46,106.7,285.6,,
249,7/24/24,2024,Cont,05,Both,04,W,46,2024_Cont05_Both04_W46,342.6,799.1,,
250,7/24/24,2024,Warm,05,Both,04,G,46,2024_Warm05_Both04_G46,443.4,1055.7,,
322,7/24/24,2024,Warm,05,Cont,04,G,46,2024_Warm05_Cont04_G46,159.2,381.2,,
329,7/24/24,2024,Hyp,05,Warm,04,B,46,2024_Hyp05_Warm04_B46,146.3,386,,
337,7/24/24,2024,Hyp,05,Warm,04,B,46,2024_Hyp05_Warm04_B46,146.3,386,,
347,7/24/24,2024,Hyp,05,Hyp,04,B,46,2024_Hyp05_Hyp04_B46,146,393.2,,
654,7/24/24,2024,Both,05,Cont,04,O,46,2024_Both05_Cont04_O46,106,260,,
655,7/24/24,2024,Hyp,05,Cont,04,B,46,2024_Hyp05_Cont04_B46,131.6,336.5,,
656,7/24/24,2024,Warm,05,Cont,04,G,46,2024_Warm05_Cont04_G46,159.2,381.2,,
657,7/24/24,2024,Cont,05,Cont,04,W,46,2024_Cont05_Cont04_W46,414.2,1051.8,,
989,7/24/24,2024,Warm,05,Hyp,04,G,46,2024_Warm05_Hyp04_G46,105.4,255.7,,
990,7/24/24,2024,Hyp,05,Hyp,04,B,46,2024_Hyp05_Hyp04_B46,146,393.2,,
991,7/24/24,2024,Cont,05,Hyp,04,W,46,2024_Cont05_Hyp04_W46,172.5,525.1,,
992,7/24/24,2024,Both,05,Hyp,04,O,46,2024_Both05_Hyp04_O46,281.6,704,,
1324,7/24/24,2024,Both,05,Warm,04,O,46,2024_Both05_Warm04_O46,95.7,260.1,,
1325,7/24/24,2024,Cont,05,Warm,04,W,46,2024_Cont05_Warm04_W46,114.7,284.3,,
1326,7/24/24,2024,Hyp,05,Warm,04,B,46,2024_Hyp05_Warm04_B46,146.3,386,,
1327,7/24/24,2024,Warm,05,Warm,04,G,46,2024_Warm05_Warm04_G46,217.3,524.4,,
112,7/24/24,2024,Both,05,Warm,04,O,45,2024_Both05_Warm04_O45,90.7,247.4,,
153,7/24/24,2024,Both,05,Both,04,O,45,2024_Both05_Both04_O45,120.1,306.6,,
156,7/24/24,2024,Cont,05,Warm,04,W,45,2024_Cont05_Warm04_W45,132.3,307.8,,
163,7/24/24,2024,Both,05,Both,04,O,45,2024_Both05_Both04_O45,120.1,306.6,,
164,7/24/24,2024,Cont,05,Warm,04,W,45,2024_Cont05_Warm04_W45,132.3,307.8,,
243,7/24/24,2024,Hyp,05,Both,04,B,45,2024_Hyp05_Both04_B45,113.5,288.1,,
244,7/24/24,2024,Both,05,Both,04,O,45,2024_Both05_Both04_O45,120.1,306.6,,
245,7/24/24,2024,Warm,05,Both,04,G,45,2024_Warm05_Both04_G45,134.3,330.9,,
246,7/24/24,2024,Cont,05,Both,04,W,45,2024_Cont05_Both04_W45,131.3,343.3,,
650,7/24/24,2024,Both,05,Cont,04,O,45,2024_Both05_Cont04_O45,209.4,517,,
651,7/24/24,2024,Warm,05,Cont,04,G,45,2024_Warm05_Cont04_G45,226.3,592.9,,
652,7/24/24,2024,Hyp,05,Cont,04,B,45,2024_Hyp05_Cont04_B45,228.5,593.4,,
653,7/24/24,2024,Cont,05,Cont,04,W,45,2024_Cont05_Cont04_W45,459.4,1181.8,,
985,7/24/24,2024,Hyp,05,Hyp,04,B,45,2024_Hyp05_Hyp04_B45,140.7,337.5,,
986,7/24/24,2024,Both,05,Hyp,04,O,45,2024_Both05_Hyp04_O45,130.8,356.4,,
987,7/24/24,2024,Cont,05,Hyp,04,W,45,2024_Cont05_Hyp04_W45,186.3,471.9,,
988,7/24/24,2024,Warm,05,Hyp,04,G,45,2024_Warm05_Hyp04_G45,233.2,647.3,,
1019,7/24/24,2024,Warm,05,Cont,04,G,45,2024_Warm05_Cont04_G45,226.3,592.9,,
1021,7/24/24,2024,Hyp,05,Cont,04,B,45,2024_Hyp05_Cont04_B45,228.5,593.4,,
1026,7/24/24,2024,Warm,05,Cont,04,G,45,2024_Warm05_Cont04_G45,226.3,592.9,,
1028,7/24/24,2024,Hyp,05,Cont,04,B,45,2024_Hyp05_Cont04_B45,228.5,593.4,,
1131,7/24/24,2024,Warm,05,Hyp,04,G,45,2024_Warm05_Hyp04_G45,233.2,647.3,,
1135,7/24/24,2024,Warm,05,Hyp,04,G,45,2024_Warm05_Hyp04_G45,233.2,647.3,,
1320,7/24/24,2024,Both,05,Warm,04,O,45,2024_Both05_Warm04_O45,90.7,247.4,,
1321,7/24/24,2024,Cont,05,Warm,04,W,45,2024_Cont05_Warm04_W45,132.3,307.8,,
1322,7/24/24,2024,Warm,05,Warm,04,G,45,2024_Warm05_Warm04_G45,184.2,433.7,,
1323,7/24/24,2024,Hyp,05,Warm,04,B,45,2024_Hyp05_Warm04_B45,374.5,1000.7,,
1407,7/24/24,2024,Hyp,05,Warm,04,B,45,2024_Hyp05_Warm04_B45,374.5,1000.7,,
170,7/24/24,2024,Cont,04,Both,04,W,44,2024_Cont04_Both04_W44,124.2,312.4,,
239,7/24/24,2024,Cont,04,Both,04,W,44,2024_Cont04_Both04_W44,124.2,312.4,,
240,7/24/24,2024,Hyp,04,Both,04,B,44,2024_Hyp04_Both04_B44,127.9,323.4,,
241,7/24/24,2024,Warm,04,Both,04,G,44,2024_Warm04_Both04_G44,177,475.8,,
242,7/24/24,2024,Both,04,Both,04,O,44,2024_Both04_Both04_O44,273.6,675.1,,
321,7/24/24,2024,Cont,04,Warm,04,W,44,2024_Cont04_Warm04_W44,136.5,380.6,,
596,7/24/24,2024,Warm,04,Both,04,G,44,2024_Warm04_Both04_G44,177,475.8,,
603,7/24/24,2024,Both,04,Cont,04,O,44,2024_Both04_Cont04_O44,162.2,473.3,,
606,7/24/24,2024,Warm,04,Both,04,G,44,2024_Warm04_Both04_G44,177,475.8,,
646,7/24/24,2024,Hyp,04,Cont,04,B,44,2024_Hyp04_Cont04_B44,105.8,274.5,,
647,7/24/24,2024,Both,04,Cont,04,O,44,2024_Both04_Cont04_O44,162.2,473.3,,
648,7/24/24,2024,Cont,04,Cont,04,W,44,2024_Cont04_Cont04_W44,223.6,534.1,,
649,7/24/24,2024,Warm,04,Cont,04,G,44,2024_Warm04_Cont04_G44,213,538.5,,
687,7/24/24,2024,Both,04,Warm,04,O,44,2024_Both04_Warm04_O44,174.7,488.1,,
690,7/24/24,2024,Warm,04,Warm,04,G,44,2024_Warm04_Warm04_G44,179.4,490.3,,
917,7/24/24,2024,Cont,04,Cont,04,W,44,2024_Cont04_Cont04_W44,223.6,534.1,,
923,7/24/24,2024,Warm,04,Cont,04,G,44,2024_Warm04_Cont04_G44,213,538.5,,
930,7/24/24,2024,Warm,04,Hyp,04,G,44,2024_Warm04_Hyp04_G44,207.1,540.2,,
981,7/24/24,2024,Cont,04,Hyp,04,W,44,2024_Cont04_Hyp04_W44,139.5,324.9,,
982,7/24/24,2024,Both,04,Hyp,04,O,44,2024_Both04_Hyp04_O44,122.7,337.7,,
983,7/24/24,2024,Warm,04,Hyp,04,G,44,2024_Warm04_Hyp04_G44,207.1,540.2,,
984,7/24/24,2024,Hyp,04,Hyp,04,B,44,2024_Hyp04_Hyp04_B44,345.8,886.2,,
1316,7/24/24,2024,Hyp,04,Warm,04,B,44,2024_Hyp04_Warm04_B44,165.6,317.1,,
1317,7/24/24,2024,Cont,04,Warm,04,W,44,2024_Cont04_Warm04_W44,136.5,380.6,,
1318,7/24/24,2024,Both,04,Warm,04,O,44,2024_Both04_Warm04_O44,174.7,488.1,,
1319,7/24/24,2024,Warm,04,Warm,04,G,44,2024_Warm04_Warm04_G44,179.4,490.3,,
148,7/24/24,2024,Hyp,04,Hyp,04,B,43,2024_Hyp04_Hyp04_B43,138.2,304.2,,
176,7/24/24,2024,Warm,04,Hyp,04,G,43,2024_Warm04_Hyp04_G43,132.6,315.1,,
235,7/24/24,2024,Hyp,04,Both,04,B,43,2024_Hyp04_Both04_B43,133.5,345.7,,
236,7/24/24,2024,Warm,04,Both,04,G,43,2024_Warm04_Both04_G43,145.5,422.6,,
237,7/24/24,2024,Both,04,Both,04,O,43,2024_Both04_Both04_O43,211.2,517.6,,
238,7/24/24,2024,Cont,04,Both,04,W,43,2024_Cont04_Both04_W43,215.1,543.8,,
341,7/24/24,2024,Both,04,Hyp,04,O,43,2024_Both04_Hyp04_O43,137.4,388.7,,
642,7/24/24,2024,Cont,04,Cont,04,W,43,2024_Cont04_Cont04_W43,101.2,272.4,,
643,7/24/24,2024,Both,04,Cont,04,O,43,2024_Both04_Cont04_O43,257.5,620,,
644,7/24/24,2024,Hyp,04,Cont,04,B,43,2024_Hyp04_Cont04_B43,203.6,660.8,,
645,7/24/24,2024,Warm,04,Cont,04,G,43,2024_Warm04_Cont04_G43,254.2,737.9,,
900,7/24/24,2024,Hyp,04,Warm,04,B,43,2024_Hyp04_Warm04_B43,225,528.7,,
903,7/24/24,2024,Hyp,04,Warm,04,B,43,2024_Hyp04_Warm04_B43,225,528.7,,
977,7/24/24,2024,Hyp,04,Hyp,04,B,43,2024_Hyp04_Hyp04_B43,138.2,304.2,,
978,7/24/24,2024,Warm,04,Hyp,04,G,43,2024_Warm04_Hyp04_G43,132.6,315.1,,
979,7/24/24,2024,Both,04,Hyp,04,O,43,2024_Both04_Hyp04_O43,137.4,388.7,,
980,7/24/24,2024,Cont,04,Hyp,04,W,43,2024_Cont04_Hyp04_W43,330.5,861.6,,
1312,7/24/24,2024,Cont,04,Warm,04,W,43,2024_Cont04_Warm04_W43,141.6,339.8,,
1313,7/24/24,2024,Hyp,04,Warm,04,B,43,2024_Hyp04_Warm04_B43,225,528.7,,
1314,7/24/24,2024,Both,04,Warm,04,O,43,2024_Both04_Warm04_O43,298.3,713.3,,
1315,7/24/24,2024,Warm,04,Warm,04,G,43,2024_Warm04_Warm04_G43,326.4,866.4,,
147,7/24/24,2024,Warm,03,Both,04,G,42,2024_Warm03_Both04_G42,127.8,303.8,,
231,7/24/24,2024,Both,03,Both,04,O,42,2024_Both03_Both04_O42,78.4,194.4,,
232,7/24/24,2024,Warm,03,Both,04,G,42,2024_Warm03_Both04_G42,127.8,303.8,,
233,7/24/24,2024,Cont,03,Both,04,W,42,2024_Cont03_Both04_W42,164.1,405.4,,
234,7/24/24,2024,Hyp,03,Both,04,B,42,2024_Hyp03_Both04_B42,177.8,423.5,,
368,7/24/24,2024,Cont,03,Both,04,W,42,2024_Cont03_Both04_W42,164.1,405.4,,
638,7/24/24,2024,Both,03,Cont,04,O,42,2024_Both03_Cont04_O42,145.3,350.8,,
639,7/24/24,2024,Cont,03,Cont,04,W,42,2024_Cont03_Cont04_W42,173.8,425.6,,
640,7/24/24,2024,Warm,03,Cont,04,G,42,2024_Warm03_Cont04_G42,281.5,730.7,,
641,7/24/24,2024,Hyp,03,Cont,04,B,42,2024_Hyp03_Cont04_B42,327.3,877.3,,
666,7/25/24,2024,Hyp,02,Cont,05,B,52,2024_Hyp02_Cont05_B52,89.6,277.5,,"10.02.24 SKM changed B42 to B52, from error on datasheets and updated phase 1 info"
973,7/24/24,2024,Both,03,Hyp,04,O,42,2024_Both03_Hyp04_O42,66.9,194.4,,
974,7/24/24,2024,Warm,03,Hyp,04,G,42,2024_Warm03_Hyp04_G42,197.9,461.5,,
975,7/24/24,2024,Cont,03,Hyp,04,W,42,2024_Cont03_Hyp04_W42,240.9,598.3,,
976,7/24/24,2024,Hyp,03,Hyp,04,B,42,2024_Hyp03_Hyp04_B42,544.2,1486.2,,
1035,7/24/24,2024,Cont,03,Hyp,04,W,42,2024_Cont03_Hyp04_W42,240.9,598.3,,
1308,7/24/24,2024,Cont,03,Warm,04,W,42,2024_Cont03_Warm04_W42,92.3,229,,
1309,7/24/24,2024,Warm,03,Warm,04,G,42,2024_Warm03_Warm04_G42,155.2,417.5,,
1310,7/24/24,2024,Both,03,Warm,04,O,42,2024_Both03_Warm04_O42,172.4,465.4,,
1311,7/24/24,2024,Hyp,03,Warm,04,B,42,2024_Hyp03_Warm04_B42,186.1,497.8,,
108,7/24/24,2024,Both,03,Both,04,O,41,2024_Both03_Both04_O41,94.2,241.7,,
227,7/24/24,2024,Both,03,Both,04,O,41,2024_Both03_Both04_O41,94.2,241.7,,
228,7/24/24,2024,Warm,03,Both,04,G,41,2024_Warm03_Both04_G41,185.3,437.4,,
229,7/24/24,2024,Hyp,03,Both,04,B,41,2024_Hyp03_Both04_B41,204.8,490.7,,
230,7/24/24,2024,Cont,03,Both,04,W,41,2024_Cont03_Both04_W41,473.2,1354,,
320,7/24/24,2024,Warm,03,Warm,04,G,41,2024_Warm03_Warm04_G41,148.2,380,,
540,7/24/24,2024,Warm,03,Both,04,G,41,2024_Warm03_Both04_G41,185.3,437.4,,
600,7/24/24,2024,Both,03,Warm,04,O,41,2024_Both03_Warm04_O41,192,482.4,,
608,7/24/24,2024,Both,03,Warm,04,O,41,2024_Both03_Warm04_O41,192,482.4,,
634,7/24/24,2024,Both,03,Cont,04,O,41,2024_Both03_Cont04_O41,73.7,189.4,,
635,7/24/24,2024,Hyp,03,Cont,04,B,41,2024_Hyp03_Cont04_B41,181.5,530.6,,
636,7/24/24,2024,Warm,03,Cont,04,G,41,2024_Warm03_Cont04_G41,209.6,550.1,,
637,7/24/24,2024,Cont,03,Cont,04,W,41,2024_Cont03_Cont04_W41,333.3,834.8,,
691,7/24/24,2024,Hyp,03,Both,04,B,41,2024_Hyp03_Both04_B41,204.8,490.7,,
695,7/24/24,2024,Hyp,03,Hyp,04,B,41,2024_Hyp03_Hyp04_B41,197.3,493.8,,
697,7/24/24,2024,Hyp,03,Hyp,04,B,41,2024_Hyp03_Hyp04_B41,197.3,493.8,,
908,7/24/24,2024,Hyp,03,Cont,04,B,41,2024_Hyp03_Cont04_B41,181.5,530.6,,
969,7/24/24,2024,Cont,03,Hyp,04,W,41,2024_Cont03_Hyp04_W41,115.3,287.5,,
970,7/24/24,2024,Both,03,Hyp,04,O,41,2024_Both03_Hyp04_O41,137.8,471.5,,
971,7/24/24,2024,Hyp,03,Hyp,04,B,41,2024_Hyp03_Hyp04_B41,197.3,493.8,,
972,7/24/24,2024,Warm,03,Hyp,04,G,41,2024_Warm03_Hyp04_G41,303.2,869,,
1304,7/24/24,2024,Warm,03,Warm,04,G,41,2024_Warm03_Warm04_G41,148.2,380,,
1305,7/24/24,2024,Both,03,Warm,04,O,41,2024_Both03_Warm04_O41,192,482.4,,
1306,7/24/24,2024,Hyp,03,Warm,04,B,41,2024_Hyp03_Warm04_B41,288.2,705.8,,
1307,7/24/24,2024,Cont,03,Warm,04,W,41,2024_Cont03_Warm04_W41,356.9,825.4,,
105,7/24/24,2024,Both,02,Warm,04,O,40,2024_Both02_Warm04_O40,91.8,238.5,,
223,7/24/24,2024,Cont,02,Both,04,W,40,2024_Cont02_Both04_W40,99.6,236.5,,
224,7/24/24,2024,Warm,02,Both,04,G,40,2024_Warm02_Both04_G40,129.6,315.6,,
225,7/24/24,2024,Hyp,02,Both,04,B,40,2024_Hyp02_Both04_B40,280,655.9,,
226,7/24/24,2024,Both,02,Both,04,O,40,2024_Both02_Both04_O40,320.9,813.9,,
315,7/24/24,2024,Warm,02,Hyp,04,G,40,2024_Warm02_Hyp04_G40,162.1,377.4,,
316,7/24/24,2024,Cont,02,Cont,04,W,40,2024_Cont02_Cont04_W40,154.6,377.6,,
630,7/24/24,2024,Both,02,Cont,04,O,40,2024_Both02_Cont04_O40,94.3,234.5,,
631,7/24/24,2024,Cont,02,Cont,04,W,40,2024_Cont02_Cont04_W40,154.6,377.6,,
632,7/24/24,2024,Hyp,02,Cont,04,B,40,2024_Hyp02_Cont04_B40,247.1,636.7,,
633,7/24/24,2024,Warm,02,Cont,04,G,40,2024_Warm02_Cont04_G40,269.8,679.1,,
965,7/24/24,2024,Hyp,02,Hyp,04,B,40,2024_Hyp02_Hyp04_B40,87.6,223.1,,
966,7/24/24,2024,Cont,02,Hyp,04,W,40,2024_Cont02_Hyp04_W40,91.3,224.9,,
967,7/24/24,2024,Warm,02,Hyp,04,G,40,2024_Warm02_Hyp04_G40,162.1,377.4,,
968,7/24/24,2024,Both,02,Hyp,04,O,40,2024_Both02_Hyp04_O40,227.6,522.6,,
1139,7/24/24,2024,Cont,02,Warm,04,W,40,2024_Cont02_Warm04_W40,262.8,650.2,,
1144,7/24/24,2024,Hyp,02,Both,04,B,40,2024_Hyp02_Both04_B40,280,655.9,,
1300,7/24/24,2024,Both,02,Warm,04,O,40,2024_Both02_Warm04_O40,91.8,238.5,,
1301,7/24/24,2024,Hyp,02,Warm,04,B,40,2024_Hyp02_Warm04_B40,209.2,507.9,,
1302,7/24/24,2024,Cont,02,Warm,04,W,40,2024_Cont02_Warm04_W40,262.8,650.2,,
1303,7/24/24,2024,Warm,02,Warm,04,G,40,2024_Warm02_Warm04_G40,275.2,666.2,,
219,7/24/24,2024,Both,02,Both,04,O,39,2024_Both02_Both04_O39,79.7,205.9,,
220,7/24/24,2024,Warm,02,Both,04,G,39,2024_Warm02_Both04_G39,258.1,613.8,,
221,7/24/24,2024,Cont,02,Both,04,W,39,2024_Cont02_Both04_W39,245.2,623.5,,
222,7/24/24,2024,Hyp,02,Both,04,B,39,2024_Hyp02_Both04_B39,242.3,650.7,,
303,7/24/24,2024,Hyp,02,Warm,04,B,39,2024_Hyp02_Warm04_B39,130.3,367.3,,
332,7/24/24,2024,Hyp,02,Cont,04,B,39,2024_Hyp02_Cont04_B39,162.6,387.1,,
339,7/24/24,2024,Hyp,02,Cont,04,B,39,2024_Hyp02_Cont04_B39,162.6,387.1,,
354,7/24/24,2024,Warm,02,Hyp,04,G,39,2024_Warm02_Hyp04_G39,153.8,397.2,,
626,7/24/24,2024,Hyp,02,Cont,04,B,39,2024_Hyp02_Cont04_B39,162.6,387.1,,
627,7/24/24,2024,Both,02,Cont,04,O,39,2024_Both02_Cont04_O39,245.2,631,,
628,7/24/24,2024,Warm,02,Cont,04,G,39,2024_Warm02_Cont04_G39,278.7,755.7,,
629,7/24/24,2024,Cont,02,Cont,04,W,39,2024_Cont02_Cont04_W39,290.9,811.4,,
961,7/24/24,2024,Cont,02,Hyp,04,W,39,2024_Cont02_Hyp04_W39,92.6,237.2,,
962,7/24/24,2024,Warm,02,Hyp,04,G,39,2024_Warm02_Hyp04_G39,153.8,397.2,,
963,7/24/24,2024,Hyp,02,Hyp,04,B,39,2024_Hyp02_Hyp04_B39,266.7,683,,
964,7/24/24,2024,Both,02,Hyp,04,O,39,2024_Both02_Hyp04_O39,356.1,769.2,,
1140,7/24/24,2024,Hyp,02,Both,04,B,39,2024_Hyp02_Both04_B39,242.3,650.7,,
1296,7/24/24,2024,Hyp,02,Warm,04,B,39,2024_Hyp02_Warm04_B39,130.3,367.3,,
1297,7/24/24,2024,Cont,02,Warm,04,W,39,2024_Cont02_Warm04_W39,285.3,611.4,,
1298,7/24/24,2024,Warm,02,Warm,04,G,39,2024_Warm02_Warm04_G39,264.8,658.3,,
1299,7/24/24,2024,Both,02,Warm,04,O,39,2024_Both02_Warm04_O39,398.8,1002.9,,
1409,7/24/24,2024,Both,02,Warm,04,O,39,2024_Both02_Warm04_O39,398.8,1002.9,,
111,7/24/24,2024,Both,01,Both,04,O,38,2024_Both01_Both04_O38,101.7,244.1,,
150,7/24/24,2024,Cont,01,Both,04,W,38,2024_Cont01_Both04_W38,127.4,305.8,,
215,7/24/24,2024,Both,01,Both,04,O,38,2024_Both01_Both04_O38,101.7,244.1,,
216,7/24/24,2024,Cont,01,Both,04,W,38,2024_Cont01_Both04_W38,127.4,305.8,,
217,7/24/24,2024,Hyp,01,Both,04,B,38,2024_Hyp01_Both04_B38,233.9,564.3,,
218,7/24/24,2024,Warm,01,Both,04,G,38,2024_Warm01_Both04_G38,266.6,676.2,,
297,7/24/24,2024,Cont,01,Hyp,04,W,38,2024_Cont01_Hyp04_W38,145.9,364,,
313,7/24/24,2024,Hyp,01,Warm,04,B,38,2024_Hyp01_Warm04_B38,164.4,374.5,,
367,7/24/24,2024,Hyp,01,Cont,04,B,38,2024_Hyp01_Cont04_B38,174.7,405.3,,
558,7/24/24,2024,Warm,01,Warm,04,G,38,2024_Warm01_Warm04_G38,161.1,444.7,,
561,7/24/24,2024,Warm,01,Warm,04,G,38,2024_Warm01_Warm04_G38,161.1,444.7,,
622,7/24/24,2024,Warm,01,Cont,04,G,38,2024_Warm01_Cont04_G38,122.7,296.2,,
623,7/24/24,2024,Hyp,01,Cont,04,B,38,2024_Hyp01_Cont04_B38,174.7,405.3,,
624,7/24/24,2024,Both,01,Cont,04,O,38,2024_Both01_Cont04_O38,203.8,504.5,,
625,7/24/24,2024,Cont,01,Cont,04,W,38,2024_Cont01_Cont04_W38,388.1,906.9,,
924,7/24/24,2024,Both,01,Warm,04,O,38,2024_Both01_Warm04_O38,231,538.8,,
957,7/24/24,2024,Cont,01,Hyp,04,W,38,2024_Cont01_Hyp04_W38,145.9,364,,
958,7/24/24,2024,Both,01,Hyp,04,O,38,2024_Both01_Hyp04_O38,179.2,453.9,,
959,7/24/24,2024,Warm,01,Hyp,04,G,38,2024_Warm01_Hyp04_G38,288.4,727.3,,
960,7/24/24,2024,Hyp,01,Hyp,04,B,38,2024_Hyp01_Hyp04_B38,330.6,937.6,,
1292,7/24/24,2024,Hyp,01,Warm,04,B,38,2024_Hyp01_Warm04_B38,164.4,374.5,,
1293,7/24/24,2024,Warm,01,Warm,04,G,38,2024_Warm01_Warm04_G38,161.1,444.7,,
1294,7/24/24,2024,Both,01,Warm,04,O,38,2024_Both01_Warm04_O38,231,538.8,,
1295,7/24/24,2024,Cont,01,Warm,04,W,38,2024_Cont01_Warm04_W38,352,814.6,,
211,7/24/24,2024,Hyp,01,Both,04,B,37,2024_Hyp01_Both04_B37,122.1,315.6,,
212,7/24/24,2024,Cont,01,Both,04,W,37,2024_Cont01_Both04_W37,279.8,657.3,,
213,7/24/24,2024,Warm,01,Both,04,G,37,2024_Warm01_Both04_G37,226.5,694.9,,
214,7/24/24,2024,Both,01,Both,04,O,37,2024_Both01_Both04_O37,442.5,1200.5,,
327,7/24/24,2024,Warm,01,Cont,04,G,37,2024_Warm01_Cont04_G37,159.6,384.4,,
336,7/24/24,2024,Warm,01,Cont,04,G,37,2024_Warm01_Cont04_G37,159.6,384.4,,
547,7/24/24,2024,Cont,01,Cont,04,W,37,2024_Cont01_Cont04_W37,161.6,439.8,,
549,7/24/24,2024,Cont,01,Cont,04,W,37,2024_Cont01_Cont04_W37,161.6,439.8,,
618,7/24/24,2024,Warm,01,Cont,04,G,37,2024_Warm01_Cont04_G37,159.6,384.4,,
619,7/24/24,2024,Cont,01,Cont,04,W,37,2024_Cont01_Cont04_W37,161.6,439.8,,
620,7/24/24,2024,Both,01,Cont,04,O,37,2024_Both01_Cont04_O37,192.5,462.7,,
621,7/24/24,2024,Hyp,01,Cont,04,B,37,2024_Hyp01_Cont04_B37,230.1,533.6,,
915,7/24/24,2024,Hyp,01,Cont,04,B,37,2024_Hyp01_Cont04_B37,230.1,533.6,,
953,7/24/24,2024,Both,01,Hyp,04,O,37,2024_Both01_Hyp04_O37,214.6,501.7,,
954,7/24/24,2024,Warm,01,Hyp,04,G,37,2024_Warm01_Hyp04_G37,207.4,543.5,,
955,7/24/24,2024,Cont,01,Hyp,04,W,37,2024_Cont01_Hyp04_W37,301.3,700.3,,
956,7/24/24,2024,Hyp,01,Hyp,04,B,37,2024_Hyp01_Hyp04_B37,346.3,810,,
1025,7/24/24,2024,Warm,01,Warm,04,G,37,2024_Warm01_Warm04_G37,248.1,589.5,,
1145,7/24/24,2024,Cont,01,Both,04,W,37,2024_Cont01_Both04_W37,279.8,657.3,,
1288,7/24/24,2024,Both,01,Warm,04,O,37,2024_Both01_Warm04_O37,106.5,291.6,,
